question_id,perturbation_id,prompt,correct_answer,correct
0,15,"Find a movie similar to the movies in The Fugitive, The Mask, Pretty Woman, Batman. Which of the following options do you prefer?
Options:
(A) Maelstrom
(B) The Front Page
(C) The Lion King
(D) Lamerica",(C),0.0
0,16,"Q: Can you suggest a movie similar to the ones in The Fugitive, Pretty Woman, Batman, The Mask?
Choose from the following options:
(A) The Lion King
(B) The Front Page
(C) Lamerica
(D) Maelstrom
A:",(A),0.1
0,19,"Q: Can you recommend a movie similar to The Mask, Batman, The Fugitive, Pretty Woman?
Choose from the following options:
(A) Maelstrom
(B) Lamerica
(C) The Lion King
(D) The Front Page
A:",(C),0.0
0,24,"Q: Can you suggest a movie similar to the list of The Mask, Pretty Woman, The Fugitive, Batman?
Choose from the following options:
(A) The Lion King
(B) Lamerica
(C) The Front Page
(D) Maelstrom
A:",(A),0.0
0,42,"Q: Can you recommend a movie similar to the following titles: The Fugitive, Pretty Woman, Batman, The Mask? Here are some options:
(A) The Front Page
(B) The Lion King
(C) Lamerica
(D) Maelstrom
A:",(B),0.0
0,45,"Q: Can you recommend a movie similar to the following The Mask, Pretty Woman, Batman, The Fugitive?
Choose from the following options:
(A) Maelstrom
(B) The Lion King
(C) Lamerica
(D) The Front Page
A:",(B),0.0
0,51,"Your task is to suggest a movie that is similar to Batman, The Fugitive, Pretty Woman, The Mask. Please choose from the following options: (A) The Front Page
(B) Maelstrom
(C) Lamerica
(D) The Lion King.",(D),0.0
0,56,"Your goal is to recommend a movie that is similar to Batman, The Mask, The Fugitive, Pretty Woman. You will be presented with a list of options, and you need to choose the one that fits the best. The options are: (A) The Lion King
(B) Lamerica
(C) Maelstrom
(D) The Front Page.",(A),0.0
0,68,"Recommend a movie that is similar to the movies in Batman, The Fugitive, Pretty Woman, The Mask.
Select one of the following options: (A) Lamerica
(B) The Front Page
(C) The Lion King
(D) Maelstrom",(C),0.0
0,69,"Based on the list of movies Batman, Pretty Woman, The Fugitive, The Mask, suggest a movie that is similar.
Choose from the following options: (A) The Front Page
(B) Lamerica
(C) Maelstrom
(D) The Lion King",(D),0.0
0,78,"I need your help to find movies that are similar to The Fugitive, Batman, Pretty Woman, The Mask. Please choose from the following options: (A) The Lion King
(B) Maelstrom
(C) The Front Page
(D) Lamerica.",(A),0.0
0,93,"We need a recommendation for a movie that is similar to Batman, Pretty Woman, The Mask, The Fugitive. Please choose from the following options: (A) Lamerica
(B) Maelstrom
(C) The Lion King
(D) The Front Page.",(C),0.0
0,96,"Could you suggest a movie that is similar to The Mask, The Fugitive, Batman, Pretty Woman? You can choose from the following options: (A) Maelstrom
(B) The Front Page
(C) Lamerica
(D) The Lion King.",(D),0.0
0,113,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a multi-choice format where you must select the movie that is most similar to the given list.
List of movies: Pretty Woman, Batman, The Fugitive, The Mask
Options:
(A) The Lion King
(B) The Front Page
(C) Maelstrom
(D) Lamerica
Output:",(A),0.0
0,118,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a multi-choice format where you need to select the movie that is most similar to the given list of movies.
List of movies: The Mask, The Fugitive, Batman, Pretty Woman
Options:
(A) Maelstrom
(B) The Lion King
(C) The Front Page
(D) Lamerica
Output:",(B),0.0
0,125,"Recommend a movie similar to the given list of movies. Choose from the list of movie options provided.
Movie list: Batman, The Mask, Pretty Woman, The Fugitive
Options:
(A) The Lion King
(B) Maelstrom
(C) Lamerica
(D) The Front Page
Output:",(A),0.0
0,142,"Based on your movie preferences, we can recommend similar movies for you. Please select the option that you think is most similar to your list of movies.
List of movies: Batman, The Mask, Pretty Woman, The Fugitive
Options:
(A) The Lion King
(B) Maelstrom
(C) Lamerica
(D) The Front Page
Output:",(A),0.0
0,145,"Based on your movie preferences, we can recommend similar movies for you to watch. We'll provide you with a list of options, and you can select the one that you think is the most similar to your original choice. 
Original movie: Pretty Woman, Batman, The Fugitive, The Mask
Options:
(A) The Lion King
(B) Maelstrom
(C) The Front Page
(D) Lamerica
Output:",(A),0.0
0,153,"Given a list of movies, recommend a movie that is most similar to the given list. Select the option that you think is the best match.
List of movies: The Fugitive, Pretty Woman, The Mask, Batman
Options:
(A) The Lion King
(B) Lamerica
(C) Maelstrom
(D) The Front Page
Output:",(A),0.0
0,159,"Based on your movie preferences, we can recommend similar movies for you to watch. Please select the movie from the list below that is most similar to the movies you have enjoyed watching.
Given list of movies: Pretty Woman, The Fugitive, The Mask, Batman
Options:
(A) Lamerica
(B) The Front Page
(C) The Lion King
(D) Maelstrom
Output:",(C),0.0
1,6,"Q: Can you suggest a movie that is similar to any of the following: Forrest Gump, The Shawshank Redemption, The Sixth Sense, The Matrix?
Options:
(A) The Sheltering Sky
(B) Street Fighter II The Animated Movie
(C) The Boy Who Could Fly
(D) Terminator 2 Judgment Day
A:",(D),0.0
1,21,"Q: Can you suggest a movie that is similar to the following: The Matrix, Forrest Gump, The Shawshank Redemption, The Sixth Sense?
Listed below are your options:
(A) Terminator 2 Judgment Day
(B) The Boy Who Could Fly
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky
A:",(A),1.0
1,37,"Q: Can you recommend a movie that is similar to the following list of movies: The Matrix, The Sixth Sense, Forrest Gump, The Shawshank Redemption? Please choose from the following options:
Options:
(A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Boy Who Could Fly
(D) The Sheltering Sky
A:",(A),1.0
1,41,"Q: Can you recommend a movie similar to Forrest Gump, The Shawshank Redemption, The Matrix, The Sixth Sense? Choose one from the following options:
Options:
(A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Boy Who Could Fly
(D) The Sheltering Sky
A:",(A),1.0
1,42,"Q: Can you recommend a movie similar to the following titles: The Shawshank Redemption, Forrest Gump, The Matrix, The Sixth Sense? Here are some options:
(A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Sheltering Sky
(D) The Boy Who Could Fly
A:",(A),0.75
1,61,"You are given a list of movies Forrest Gump, The Shawshank Redemption, The Matrix, The Sixth Sense. Please suggest a movie that is similar to them from the following options: (A) The Sheltering Sky
(B) Terminator 2 Judgment Day
(C) Street Fighter II The Animated Movie
(D) The Boy Who Could Fly.",(B),0.1
1,74,"Your task is to find a movie similar to The Matrix, The Sixth Sense, The Shawshank Redemption, Forrest Gump. You have the following options to choose from: (A) The Sheltering Sky
(B) Terminator 2 Judgment Day
(C) Street Fighter II The Animated Movie
(D) The Boy Who Could Fly.",(B),0.6
1,92,"Your task is to find a movie that is similar to Forrest Gump, The Shawshank Redemption, The Sixth Sense, The Matrix. Please select one of the following options: (A) The Boy Who Could Fly
(B) Terminator 2 Judgment Day
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky.",(B),1.0
1,97,"Your task is to find a movie that is similar to The Matrix, The Sixth Sense, The Shawshank Redemption, Forrest Gump. Please choose an option from the following list: (A) Terminator 2 Judgment Day
(B) The Sheltering Sky
(C) Street Fighter II The Animated Movie
(D) The Boy Who Could Fly.",(A),1.0
1,113,"Given a list of movies, recommend a movie that is most similar to the given list. You will be presented with a multi-choice format where you must select the movie that is most similar to the given list.
List of movies: Forrest Gump, The Matrix, The Sixth Sense, The Shawshank Redemption
Options:
(A) Terminator 2 Judgment Day
(B) The Boy Who Could Fly
(C) The Sheltering Sky
(D) Street Fighter II The Animated Movie
Output:",(A),1.0
1,122,"Please recommend movies similar to the given list of movies. Choose the best option from the list of movies provided. 
Movie list: Forrest Gump, The Shawshank Redemption, The Matrix, The Sixth Sense
Options:
(A) Street Fighter II The Animated Movie
(B) Terminator 2 Judgment Day
(C) The Sheltering Sky
(D) The Boy Who Could Fly
Output:",(B),1.0
1,128,"Given a 'movie_list' and a list of 'options', recommend movies similar to the movies in the 'movie_list'. The task format is multi-choice.
movie_list: Forrest Gump, The Sixth Sense, The Matrix, The Shawshank Redemption
options: (A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Sheltering Sky
(D) The Boy Who Could Fly
Output:
Which of the following movies is similar to Forrest Gump, The Sixth Sense, The Matrix, The Shawshank Redemption?
(A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Sheltering Sky
(D) The Boy Who Could Fly
Answer:",(A),1.0
1,132,"Recommend a movie similar to the given list of movies from a set of options.
movie_list: The Shawshank Redemption, The Sixth Sense, Forrest Gump, The Matrix
Options:
(A) Terminator 2 Judgment Day
(B) The Boy Who Could Fly
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky
Output:",(A),1.0
1,138,"Given a list of movies The Matrix, The Shawshank Redemption, The Sixth Sense, Forrest Gump, recommend a movie similar to the given list by selecting one of the options provided in (A) The Sheltering Sky
(B) Terminator 2 Judgment Day
(C) The Boy Who Could Fly
(D) Street Fighter II The Animated Movie.
Output:
Recommended movie:",(B),1.0
1,148,"Given a list of movies, recommend the movie that is most similar to them. Choose the option that you think is the best match from the provided list of movies.
List of movies: The Shawshank Redemption, Forrest Gump, The Sixth Sense, The Matrix
Options:
(A) Street Fighter II The Animated Movie
(B) Terminator 2 Judgment Day
(C) The Boy Who Could Fly
(D) The Sheltering Sky
Output:",(B),1.0
1,163,"Given a list of movies, recommend similar movies from a list of options.
Movie list: Forrest Gump, The Matrix, The Shawshank Redemption, The Sixth Sense
Options:
(A) Terminator 2 Judgment Day
(B) The Boy Who Could Fly
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky
Output:",(A),0.0
1,167,"Given a list of movies, recommend similar movies to the user. You will be provided with a list of movies and a set of options to choose from. Your goal is to select the most similar movies to the ones provided in the list.
Movie list: The Sixth Sense, Forrest Gump, The Matrix, The Shawshank Redemption
Options:
(A) Terminator 2 Judgment Day
(B) The Boy Who Could Fly
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky
Output:",(A),1.0
1,169,"Based on your movie preferences, I can recommend a similar movie for you to watch. Please provide me with a list of movies you enjoyed and a set of options to choose from.
Movie list: The Matrix, The Shawshank Redemption, The Sixth Sense, Forrest Gump
Options:
(A) Terminator 2 Judgment Day
(B) Street Fighter II The Animated Movie
(C) The Boy Who Could Fly
(D) The Sheltering Sky
Output:",(A),1.0
1,171,"Given a list of movies, recommend a similar movie from a set of options.
Movie list: Forrest Gump, The Shawshank Redemption, The Sixth Sense, The Matrix
Options:
(A) Street Fighter II The Animated Movie
(B) The Boy Who Could Fly
(C) Terminator 2 Judgment Day
(D) The Sheltering Sky
Output:
Recommended movie:",(C),1.0
1,179,"Recommend a movie similar to a given list of movies.
Q: Find a movie similar to The Shawshank Redemption, Forrest Gump, The Sixth Sense, The Matrix:
Options:
(A) The Boy Who Could Fly
(B) Terminator 2 Judgment Day
(C) Street Fighter II The Animated Movie
(D) The Sheltering Sky
Output:",(B),1.0
2,12,"Q: Can you recommend a movie similar to Tombstone, Schindler's List, The Silence of the Lambs, Braveheart?
Here are some options:
(A) Guilty of Romance
(B) All the Real Girls
(C) Forrest Gump
(D) Orlando
A:",(C),0.0
2,14,"Q: Can you recommend a movie similar to Schindler's List, The Silence of the Lambs, Braveheart, Tombstone from the following options?
Options:
(A) Orlando
(B) Forrest Gump
(C) All the Real Girls
(D) Guilty of Romance
A:",(B),1.0
2,15,"Find a movie similar to the movies in The Silence of the Lambs, Schindler's List, Braveheart, Tombstone. Which of the following options do you prefer?
Options:
(A) Guilty of Romance
(B) All the Real Girls
(C) Orlando
(D) Forrest Gump",(D),1.0
2,22,"Q: Can you suggest a movie similar to Braveheart, Tombstone, Schindler's List, The Silence of the Lambs? Choose from the following options:
Options:
(A) Guilty of Romance
(B) Forrest Gump
(C) Orlando
(D) All the Real Girls
A:",(B),0.75
2,27,"Q: Can you recommend a movie similar to the following Tombstone, Schindler's List, Braveheart, The Silence of the Lambs?
Options:
(A) All the Real Girls
(B) Guilty of Romance
(C) Forrest Gump
(D) Orlando
A:",(C),0.0
2,42,"Q: Can you recommend a movie similar to the following titles: Schindler's List, Braveheart, The Silence of the Lambs, Tombstone? Here are some options:
(A) All the Real Girls
(B) Forrest Gump
(C) Orlando
(D) Guilty of Romance
A:",(B),0.0
2,43,"Q: Can you recommend a movie that is similar to Schindler's List, Braveheart, Tombstone, The Silence of the Lambs?
Please choose from the following options:
(A) All the Real Girls
(B) Guilty of Romance
(C) Orlando
(D) Forrest Gump",(D),1.0
2,47,"Q: Can you recommend a movie similar to any of these Tombstone, Braveheart, Schindler's List, The Silence of the Lambs?
Options:
(A) Guilty of Romance
(B) All the Real Girls
(C) Forrest Gump
(D) Orlando
A:",(C),0.8
2,59,"The task is to find a movie that is similar to The Silence of the Lambs, Braveheart, Schindler's List, Tombstone. The options available are: (A) All the Real Girls
(B) Guilty of Romance
(C) Orlando
(D) Forrest Gump. Please suggest a movie from these options.",(D),0.15
2,76,"From the list of movies The Silence of the Lambs, Schindler's List, Tombstone, Braveheart, please recommend a movie that is similar to them. You can choose from the following options: (A) Guilty of Romance
(B) All the Real Girls
(C) Forrest Gump
(D) Orlando.",(C),0.9
2,89,"Given the list of movies Tombstone, Schindler's List, Braveheart, The Silence of the Lambs, please recommend a movie that is similar to them. You can choose from the following options: (A) All the Real Girls
(B) Guilty of Romance
(C) Orlando
(D) Forrest Gump.",(D),0.15
2,94,"Can you recommend a movie that is similar to Schindler's List, Tombstone, The Silence of the Lambs, Braveheart? Here are your options: (A) Orlando
(B) Forrest Gump
(C) All the Real Girls
(D) Guilty of Romance.",(B),0.15
2,105,"Recommend movies similar to a given list of movies. You will be presented with a list of options, and you must select the option that is most similar to the given list of movies.
Given list of movies: Braveheart, Schindler's List, The Silence of the Lambs, Tombstone
Options:
(A) Forrest Gump
(B) Guilty of Romance
(C) Orlando
(D) All the Real Girls
Output:",(A),1.0
2,115,"Given a list of movies, recommend a movie that is most similar to the given list. You will be provided with a list of movies as options, and you need to choose the correct answer.
List of movies: The Silence of the Lambs, Tombstone, Braveheart, Schindler's List
Options:
(A) All the Real Girls
(B) Guilty of Romance
(C) Forrest Gump
(D) Orlando
Output:",(C),1.0
2,116,"Recommend a movie similar to a given list of movies. You must select the movie that is most similar to the given list of movies.
Given the list of movies Tombstone, Braveheart, Schindler's List, The Silence of the Lambs, recommend a movie that is similar to this list.
Options:
(A) All the Real Girls
(B) Orlando
(C) Forrest Gump
(D) Guilty of Romance
Output:",(C),1.0
2,144,"You have a list of movies that you enjoyed and you want to find similar movies to watch. Choose the movie that you think is most similar to the given list of movies from the options provided.
List of movies: Braveheart, Tombstone, Schindler's List, The Silence of the Lambs
Options:
(A) Orlando
(B) All the Real Girls
(C) Forrest Gump
(D) Guilty of Romance
Output:",(C),1.0
2,151,"Based on your movie preferences, we can recommend similar movies for you to watch. Choose the movie that you think is most similar to the given list of movies.
Given list of movies: Schindler's List, Tombstone, Braveheart, The Silence of the Lambs
Options:
(A) All the Real Girls
(B) Forrest Gump
(C) Guilty of Romance
(D) Orlando
Output:",(B),1.0
2,152,"Given a list of movies, recommend a movie that is most similar to the given list. Choose the correct option from a list of movies provided as choices.
List of movies: The Silence of the Lambs, Tombstone, Braveheart, Schindler's List
Options:
(A) Guilty of Romance
(B) Forrest Gump
(C) Orlando
(D) All the Real Girls
Output:",(B),1.0
2,165,"Based on the movies you provided, we have some recommendations for you! Which of the following options do you think you would enjoy watching next?
Movie list: Tombstone, Schindler's List, The Silence of the Lambs, Braveheart
Options:
(A) Orlando
(B) Forrest Gump
(C) All the Real Girls
(D) Guilty of Romance
Output:",(B),0.75
2,172,"Recommend a movie similar to a given list of movies.
Movie list: Tombstone, The Silence of the Lambs, Schindler's List, Braveheart
Options:
(A) All the Real Girls
(B) Orlando
(C) Guilty of Romance
(D) Forrest Gump
Output:
Recommended movie:",(D),1.0
4,12,"Q: Can you recommend a movie similar to Braveheart, The Fugitive, The Mask, Batman?
Here are some options:
(A) Once Upon a Time in America
(B) Club Dread
(C) George Washington
(D) Schindler's List
A:",(D),0.0
4,18,"Q: Can you recommend a movie similar to the ones in Batman, The Fugitive, Braveheart, The Mask?
Choose from the following options:
(A) George Washington
(B) Club Dread
(C) Once Upon a Time in America
(D) Schindler's List
A:",(D),0.0
4,26,"Q: Can you recommend a movie similar to Braveheart, The Mask, The Fugitive, Batman? Choose from the following options:
Options:
(A) Once Upon a Time in America
(B) Schindler's List
(C) George Washington
(D) Club Dread
A:",(B),0.0
4,32,"Q: Can you recommend a movie that is similar to the following Braveheart, The Fugitive, Batman, The Mask:
Options:
(A) Once Upon a Time in America
(B) Schindler's List
(C) Club Dread
(D) George Washington
A:",(B),0.0
4,45,"Q: Can you recommend a movie similar to the following The Mask, Batman, The Fugitive, Braveheart?
Choose from the following options:
(A) Schindler's List
(B) George Washington
(C) Once Upon a Time in America
(D) Club Dread
A:",(A),0.0
4,51,"Your task is to suggest a movie that is similar to Braveheart, Batman, The Fugitive, The Mask. Please choose from the following options: (A) Once Upon a Time in America
(B) George Washington
(C) Schindler's List
(D) Club Dread.",(C),0.0
4,63,"Please find a movie that is similar to Batman, Braveheart, The Mask, The Fugitive from the following options: (A) Once Upon a Time in America
(B) Club Dread
(C) George Washington
(D) Schindler's List.",(D),0.0
4,67,"Find a movie that is similar to the movies in Braveheart, Batman, The Fugitive, The Mask.
Choose an option from the following: (A) George Washington
(B) Once Upon a Time in America
(C) Club Dread
(D) Schindler's List",(D),0.0
4,69,"Based on the list of movies Batman, The Fugitive, The Mask, Braveheart, suggest a movie that is similar.
Choose from the following options: (A) Schindler's List
(B) Once Upon a Time in America
(C) George Washington
(D) Club Dread",(A),0.45
4,76,"From the list of movies Braveheart, Batman, The Fugitive, The Mask, please recommend a movie that is similar to them. You can choose from the following options: (A) Once Upon a Time in America
(B) George Washington
(C) Club Dread
(D) Schindler's List.",(D),0.0
4,80,"I am looking for movies that are similar to Braveheart, Batman, The Fugitive, The Mask. Please select from the following options: (A) Schindler's List
(B) Club Dread
(C) George Washington
(D) Once Upon a Time in America.",(A),0.0
