question_id,perturbation_id,answer,correct
0,19,C,True
0,19,B,False
0,19,C,True
0,19,C,False
0,19,C,False
0,19,C,True
0,19,C,True
0,19,A,False
0,19,A,False
0,19,C,True
0,19,C,True
0,19,C,False
0,19,C,True
0,19,C,True
0,19,A,False
0,19,A,False
0,19,C,True
0,19,C,True
0,19,C,True
0,19,C,True
0,42,B,True
0,42,D,False
0,42,B,True
0,42,B,True
0,42,D,False
0,42,D,False
0,42,C,False
0,42,B,True
0,42,B,True
0,42,C,False
0,42,C,False
0,42,B,True
0,42,D,False
0,42,B,True
0,42,B,True
0,42,B,True
0,42,C,False
0,42,D,False
0,42,D,False
0,42,D,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,153,C,False
0,78,A,True
0,78,A,False
0,78,C,False
0,78,A,True
0,78,A,True
0,78,A,False
0,78,A,False
0,78,D,False
0,78,D,False
0,78,A,True
0,78,A,True
0,78,A,True
0,78,A,True
0,78,A,False
0,78,A,True
0,78,A,True
0,78,C,False
0,78,A,True
0,78,A,True
0,78,D,False
0,145,A,True
0,145,C,False
0,145,D,False
0,145,A,True
0,145,C,False
0,145,C,False
0,145,C,False
0,145,D,False
0,145,D,False
0,145,A,True
0,145,D,False
0,145,A,True
0,145,A,True
0,145,D,False
0,145,D,False
0,145,D,False
0,145,A,True
0,145,A,True
0,145,C,False
0,145,A,True
0,15,D,False
0,15,D,False
0,15,A,False
0,15,A,False
0,15,A,False
0,15,A,False
0,15,A,False
0,15,C,True
0,15,A,False
0,15,A,False
0,15,C,True
0,15,C,True
0,15,A,False
0,15,A,False
0,15,A,False
0,15,D,False
0,15,D,False
0,15,C,True
0,15,D,False
0,15,C,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,A,True
0,24,C,False
0,68,C,False
0,68,A,False
0,68,A,False
0,68,D,False
0,68,C,True
0,68,A,False
0,68,D,False
0,68,A,False
0,68,A,False
0,68,D,False
0,68,A,False
0,68,D,False
0,68,C,True
0,68,C,False
0,68,C,False
0,68,D,False
0,68,D,False
0,68,D,False
0,68,D,False
0,68,D,False
0,113,D,False
0,113,D,False
0,113,A,True
0,113,D,False
0,113,D,False
0,113,D,False
0,113,D,False
0,113,A,True
0,113,C,False
0,113,C,False
0,113,D,False
0,113,D,False
0,113,A,True
0,113,C,False
0,113,D,False
0,113,D,False
0,113,A,True
0,113,D,False
0,113,D,False
0,113,C,False
0,118,C,False
0,118,D,False
0,118,D,False
0,118,C,False
0,118,D,False
0,118,C,False
0,118,D,False
0,118,D,False
0,118,D,False
0,118,C,False
0,118,D,False
0,118,D,False
0,118,C,False
0,118,D,False
0,118,D,False
0,118,D,False
0,118,D,False
0,118,D,False
0,118,C,False
0,118,D,False
