question_id,perturbation_id,answer,correct
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,69,,False
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,9,beach,True
1,9,,False
1,9,,False
1,9,beach,True
1,9,,False
1,9,,False
1,9,,False
1,9,beach,True
1,9,,False
1,9,,False
1,9,beach,True
1,9,beach,True
1,9,beach,True
1,9,beach,True
1,9,beach,True
1,9,,False
1,9,,False
1,9,beach,True
1,9,,False
1,9,,False
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,,False
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,15,silver,False
1,15,,False
1,15,,False
1,15,,False
1,15,silver,False
1,15,,False
1,15,,False
1,15,,False
1,15,,False
1,15,,False
1,15,silver,False
1,15,,False
1,15,silver,False
1,15,,False
1,15,,False
1,15,,False
1,15,,False
1,15,,False
1,15,,False
1,15,silver,False
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,55,,False
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,beach,True
1,55,,False
1,55,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,227,beach,True
1,30,beach,True
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,beach,True
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,30,,False
1,201,beach,True
1,201,,False
1,201,beach,True
1,201,,False
1,201,beach,True
1,201,,False
1,201,,False
1,201,,False
1,201,,False
1,201,,False
1,201,beach,True
1,201,,False
1,201,beach,True
1,201,,False
1,201,,False
1,201,beach,True
1,201,,False
1,201,,False
1,201,,False
1,201,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,147,beach,True
1,19,silver,False
1,19,silver,False
1,19,,False
1,19,,False
1,19,silver,False
1,19,,False
1,19,silver,False
1,19,silver,False
1,19,silver,False
1,19,silver,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,19,,False
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,112,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,225,beach,True
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
1,24,silver,False
15,167,,False
15,167,morning,True
15,167,morning,True
15,167,morning,True
15,167,,False
