question_id,perturbation_id,answer,correct
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,69,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,206,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,180,beach,True
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,9,,False
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,127,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,109,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,196,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,93,beach,True
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,213,silver,False
1,15,beach,True
1,15,,False
1,15,,False
1,15,beach,True
1,15,beach,True
1,15,,False
1,15,,False
1,15,beach,True
1,15,,False
1,15,,False
1,15,beach,True
1,15,beach,True
1,15,,False
1,15,,False
1,15,,False
1,15,beach,True
1,15,beach,True
1,15,,False
1,15,,False
1,15,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
1,224,beach,True
