question_id,answer,correct
0,invalid,True
0,valid,False
0,valid,False
0,invalid,True
0,invalid,True
0,valid,False
0,invalid,True
0,valid,False
0,invalid,True
0,valid,False
0,invalid,True
0,valid,False
0,invalid,True
0,valid,False
0,valid,False
0,invalid,True
0,invalid,True
0,valid,False
0,invalid,True
0,valid,False
1,invalid,True
1,invalid,True
1,valid,False
1,invalid,True
1,invalid,True
1,invalid,True
1,invalid,True
1,invalid,True
1,,False
1,invalid,True
1,invalid,True
1,invalid,True
1,invalid,True
1,invalid,True
1,invalid,True
1,,False
1,invalid,True
1,invalid,True
1,,False
1,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
2,valid,False
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
5,valid,False
5,valid,False
5,,False
5,valid,False
5,valid,False
5,,False
5,valid,False
5,,False
5,valid,False
5,,False
5,valid,False
5,valid,False
5,valid,False
5,valid,False
5,valid,False
5,valid,False
5,valid,False
5,,False
5,,False
5,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
6,valid,False
7,valid,True
7,valid,True
