question_id,perturbation_id,answer,correct
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,valid,False
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,valid,False
0,89,invalid,True
0,89,invalid,True
0,89,valid,False
0,89,invalid,True
0,89,valid,False
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,89,invalid,True
0,71,,False
0,71,invalid,True
0,71,,False
0,71,,False
0,71,,False
0,71,valid,False
0,71,valid,False
0,71,,False
0,71,,False
0,71,,False
0,71,valid,False
0,71,valid,False
0,71,,False
0,71,invalid,True
0,71,,False
0,71,valid,False
0,71,valid,False
0,71,,False
0,71,,False
0,71,valid,False
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,49,invalid,True
0,62,valid,False
0,62,,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,62,valid,False
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,163,invalid,True
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,90,,False
0,105,,False
0,105,invalid,True
0,105,,False
0,105,valid,False
0,105,,False
0,105,valid,False
0,105,invalid,True
0,105,,False
0,105,,False
0,105,valid,False
0,105,,False
0,105,valid,False
0,105,valid,False
0,105,valid,False
0,105,valid,False
0,105,invalid,True
0,105,,False
0,105,valid,False
0,105,invalid,True
0,105,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,151,invalid,True
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,118,valid,False
0,57,invalid,True
0,57,invalid,True
0,57,valid,False
0,57,invalid,True
0,57,,False
0,57,,False
0,57,,False
0,57,valid,False
0,57,invalid,True
0,57,valid,False
0,57,invalid,True
0,57,invalid,True
0,57,,False
0,57,valid,False
0,57,invalid,True
0,57,valid,False
0,57,invalid,True
0,57,valid,False
0,57,valid,False
0,57,valid,False
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,132,invalid,True
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,58,,False
0,100,,False
0,100,valid,False
