question_id,answer,correct
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
0,invalid,True
1,,False
1,,False
1,invalid,True
1,,False
1,invalid,True
1,invalid,True
1,,False
1,invalid,True
1,valid,False
1,invalid,True
1,,False
1,valid,False
1,,False
1,invalid,True
1,invalid,True
1,invalid,True
1,,False
1,invalid,True
1,,False
1,invalid,True
2,invalid,True
2,,False
2,invalid,True
2,invalid,True
2,,False
2,,False
2,invalid,True
2,,False
2,,False
2,invalid,True
2,invalid,True
2,valid,False
2,invalid,True
2,invalid,True
2,,False
2,invalid,True
2,,False
2,,False
2,invalid,True
2,invalid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
3,valid,True
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
4,valid,False
5,,False
5,invalid,True
5,invalid,True
5,invalid,True
5,invalid,True
5,,False
5,invalid,True
5,,False
5,invalid,True
5,invalid,True
5,,False
5,invalid,True
5,invalid,True
5,,False
5,,False
5,,False
5,,False
5,valid,False
5,,False
5,invalid,True
6,invalid,True
6,invalid,True
6,invalid,True
6,invalid,True
6,invalid,True
6,invalid,True
6,invalid,True
6,valid,False
6,invalid,True
6,,False
6,,False
6,invalid,True
6,,False
6,invalid,True
6,,False
6,invalid,True
6,valid,False
6,invalid,True
6,invalid,True
6,invalid,True
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
7,invalid,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,invalid,False
8,valid,True
8,,False
8,,False
8,,False
8,valid,True
8,valid,True
8,,False
8,,False
8,,False
8,,False
8,invalid,False
8,,False
8,,False
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
9,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
10,valid,True
11,,False
11,,False
11,valid,False
11,invalid,True
11,,False
11,invalid,True
11,invalid,True
11,invalid,True
11,invalid,True
11,valid,False
11,invalid,True
11,valid,False
11,invalid,True
11,,False
11,invalid,True
11,invalid,True
11,invalid,True
11,valid,False
11,valid,False
11,,False
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
12,valid,True
13,invalid,True
13,invalid,True
13,,False
13,invalid,True
13,invalid,True
13,invalid,True
13,invalid,True
13,invalid,True
13,valid,False
13,,False
13,invalid,True
13,invalid,True
13,,False
13,invalid,True
13,invalid,True
13,invalid,True
13,invalid,True
13,invalid,True
13,,False
13,,False
14,,False
14,,False
14,,False
14,,False
14,,False
14,invalid,True
14,,False
14,invalid,True
14,,False
14,,False
14,invalid,True
14,,False
14,,False
14,valid,False
14,,False
14,,False
14,,False
14,invalid,True
14,,False
14,,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
15,valid,False
16,invalid,True
16,valid,False
16,valid,False
16,invalid,True
16,invalid,True
16,invalid,True
16,valid,False
16,invalid,True
16,invalid,True
16,invalid,True
16,invalid,True
16,valid,False
16,valid,False
16,invalid,True
16,invalid,True
16,valid,False
16,invalid,True
16,valid,False
16,valid,False
16,valid,False
17,,False
17,invalid,False
17,,False
17,,False
17,,False
17,invalid,False
17,,False
17,,False
17,invalid,False
17,,False
17,,False
17,invalid,False
17,invalid,False
17,invalid,False
17,,False
17,,False
17,,False
17,,False
17,,False
17,invalid,False
18,invalid,True
18,invalid,True
18,,False
18,,False
18,invalid,True
18,,False
18,valid,False
18,valid,False
18,valid,False
18,invalid,True
18,invalid,True
18,,False
18,invalid,True
18,invalid,True
18,invalid,True
18,,False
18,invalid,True
18,,False
18,invalid,True
18,,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
19,invalid,False
21,invalid,True
21,,False
21,,False
21,invalid,True
21,,False
21,,False
21,invalid,True
21,invalid,True
21,invalid,True
21,invalid,True
21,invalid,True
21,invalid,True
21,,False
21,invalid,True
21,,False
21,invalid,True
21,,False
21,invalid,True
21,invalid,True
21,invalid,True
22,invalid,False
22,invalid,False
22,invalid,False
