question_id,perturbation_id,answer,correct
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,185,no,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,78,,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,55,no,False
0,137,,False
0,137,,False
0,137,no,False
0,137,no,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,no,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,137,,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,161,no,False
0,15,no,False
0,15,,False
0,15,yes,True
0,15,no,False
0,15,,False
0,15,,False
0,15,,False
0,15,,False
0,15,no,False
0,15,,False
0,15,,False
0,15,,False
0,15,,False
0,15,,False
0,15,no,False
0,15,no,False
0,15,,False
0,15,,False
0,15,,False
0,15,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,yes,True
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,,False
0,75,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,154,no,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,122,,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,175,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,158,no,False
0,42,,False
0,42,,False
0,42,no,False
0,42,,False
0,42,no,False
0,42,no,False
0,42,,False
0,42,no,False
0,42,no,False
0,42,,False
0,42,no,False
0,42,,False
0,42,,False
0,42,,False
0,42,,False
0,42,no,False
0,42,,False
0,42,no,False
0,42,,False
0,42,,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,165,no,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,no,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,no,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,,False
0,30,no,False
0,30,,False
0,51,,False
0,51,,False
0,51,,False
0,51,,False
0,51,,False
0,51,,False
0,51,,False
