question_id,perturbation_id,answer,correct
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,27,wear,True
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,6,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,98,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,114,beer,False
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,109,wear,True
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,177,beer,False
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,239,wear,True
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,91,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,10,beer,False
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,148,wear,True
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,50,beer,False
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,211,wear,True
1,119,wear,True
1,119,beer,False
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,beer,False
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,beer,False
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,119,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,173,wear,True
1,118,wear,True
1,118,,False
1,118,wear,True
1,118,,False
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,beer,False
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,,False
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,118,wear,True
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,236,beer,False
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,wear,True
1,190,beer,False
1,190,wear,True
1,190,wear,True
1,18,,False
1,18,wear,True
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,wear,True
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,18,,False
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,157,wear,True
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
1,130,beer,False
15,76,,False
15,76,,False
