question_id,answer,correct
1,wear,True
1,wear,True
1,beer,False
1,beer,False
1,wear,True
1,wear,True
1,beer,False
1,wear,True
1,beer,False
1,wear,True
1,wear,True
1,beer,False
1,beer,False
1,beer,False
1,wear,True
1,wear,True
1,wear,True
1,beer,False
1,wear,True
1,beer,False
2,leather,True
2,,False
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,,False
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
2,leather,True
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
3,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
5,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
6,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
8,,False
8,,False
8,brain,True
8,,False
8,,False
8,,False
8,brain,True
8,,False
8,,False
8,brain,True
8,,False
8,,False
8,,False
8,,False
8,,False
8,brain,True
8,,False
8,brain,True
8,brain,True
8,brain,True
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
9,,False
10,,False
10,,False
10,compare,True
10,,False
10,,False
10,compare,True
10,compare,True
10,compare,True
10,compare,True
10,compare,True
10,compare,True
10,compare,True
10,,False
10,compare,True
10,,False
10,,False
10,compare,True
10,,False
10,compare,True
10,,False
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
11,short,True
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
12,here,False
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
13,set,True
14,clearly,True
14,,False
14,clearly,True
14,,False
14,clearly,True
14,clearly,True
14,clearly,True
14,clearly,True
14,,False
14,clearly,True
14,clearly,True
14,clearly,True
14,clearly,True
14,,False
14,,False
14,,False
14,clearly,True
14,clearly,True
14,clearly,True
14,clearly,True
15,,False
15,type,True
15,type,True
15,,False
15,type,True
15,,False
15,,False
15,type,True
15,,False
15,type,True
15,,False
15,type,True
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,type,True
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,ladder,False
17,,False
17,ladder,False
17,ladder,False
17,,False
17,,False
17,,False
17,,False
17,ladder,False
17,ladder,False
17,ladder,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
18,correct,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
19,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,steep,True
20,,False
20,,False
20,,False
20,,False
20,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
21,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
22,,False
23,,False
23,degree,True
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,degree,True
23,degree,True
23,degree,True
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
24,,False
24,,False
24,,False
24,danger,True
24,danger,True
24,danger,True
24,,False
24,danger,True
24,,False
24,,False
24,,False
24,danger,True
24,danger,True
24,,False
24,danger,True
24,danger,True
24,,False
24,danger,True
24,,False
24,,False
25,waste,True
25,,False
25,waste,True
25,,False
25,,False
25,waste,True
25,,False
25,waste,True
25,,False
25,,False
25,,False
25,,False
25,waste,True
25,waste,True
25,,False
25,,False
25,waste,True
25,,False
25,,False
25,waste,True
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
27,,False
28,letter,True
28,,False
28,,False
28,,False
28,letter,True
28,,False
28,letter,True
28,,False
28,letter,True
28,,False
28,,False
28,,False
28,,False
28,letter,True
28,,False
28,,False
28,letter,True
28,letter,True
28,letter,True
28,,False
29,,False
29,,False
29,,False
29,,False
29,,False
29,,False
29,check,True
29,check,True
29,,False
29,check,True
29,check,True
29,,False
29,,False
29,,False
29,,False
29,,False
29,check,True
29,,False
29,check,True
29,,False
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
30,train,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
31,surround,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
32,grilled,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
33,persuade,True
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
35,quick,True
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
36,,False
37,gold,True
37,gold,True
37,gold,True
37,gold,True
37,gold,True
37,gold,True
37,gold,True
37,gold,True
