question_id,answer,correct
0,A,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
1,A,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
3,A,False
4,,False
4,,False
4,,False
4,D,False
4,,False
4,D,False
4,D,False
4,,False
4,D,False
4,,False
4,,False
4,D,False
4,,False
4,,False
4,,False
4,,False
4,D,False
4,,False
4,D,False
4,,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
7,C,False
7,,False
7,,False
7,C,False
7,C,False
7,,False
7,C,False
7,C,False
7,C,False
7,C,False
7,,False
7,C,False
7,C,False
7,,False
7,,False
7,C,False
7,,False
7,C,False
7,C,False
7,,False
8,D,False
8,,False
8,,False
8,B,False
8,,False
8,A,False
8,A,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,A,False
8,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
9,A,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
10,B,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,A,False
11,,False
11,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
14,D,True
14,D,True
14,D,True
14,D,True
14,A,False
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
15,,False
15,,False
15,C,False
15,,False
15,A,False
15,,False
15,B,True
15,,False
15,,False
15,A,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,A,False
15,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,D,False
16,,False
16,A,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,A,False
16,A,False
16,,False
16,,False
16,B,False
16,,False
17,C,False
17,C,False
17,C,False
17,C,False
17,A,False
17,C,False
17,A,False
17,A,False
17,C,False
17,A,False
17,C,False
17,A,False
17,A,False
17,C,False
17,C,False
17,C,False
17,C,False
17,C,False
17,A,False
17,C,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
20,,False
20,,False
20,,False
20,A,False
20,,False
20,B,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,,False
20,B,False
20,,False
20,,False
20,,False
20,D,False
20,,False
20,,False
20,,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
21,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,A,True
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,A,True
26,A,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
27,B,False
27,B,False
27,A,False
27,B,False
27,A,False
27,A,False
27,B,False
27,C,False
27,B,False
27,A,False
27,A,False
27,A,False
27,A,False
27,B,False
27,B,False
27,A,False
27,A,False
27,B,False
27,B,False
27,A,False
28,A,False
28,,False
28,,False
28,A,False
28,,False
28,,False
28,,False
28,,False
28,,False
28,,False
28,,False
28,,False
28,A,False
28,,False
28,,False
28,A,False
28,,False
28,A,False
28,,False
28,,False
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,,False
32,B,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
