question_id,answer,correct
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
0,,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
1,C,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,,False
2,A,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
3,B,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
4,,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
5,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
6,A,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
7,,False
8,A,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,,False
8,C,True
8,,False
8,,False
8,,False
8,,False
8,,False
8,C,True
8,,False
8,D,False
8,,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
9,B,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
10,D,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
11,,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
12,A,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
13,,False
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
14,D,True
15,,False
15,,False
15,D,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,D,False
15,,False
15,D,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
15,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
16,,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
17,A,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
18,,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
19,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
20,A,False
21,D,True
21,D,True
21,D,True
21,B,False
21,D,True
21,D,True
21,B,False
21,D,True
21,B,False
21,D,True
21,D,True
21,D,True
21,D,True
21,D,True
21,D,True
21,B,False
21,D,True
21,D,True
21,B,False
21,D,True
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
22,A,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,,False
23,A,False
23,,False
23,,False
23,D,False
23,A,False
23,,False
23,,False
23,,False
23,A,False
23,,False
23,,False
24,B,False
24,B,False
24,A,False
24,A,False
24,B,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
24,B,False
24,A,False
24,B,False
24,A,False
24,A,False
24,A,False
24,A,False
24,A,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
25,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
26,,False
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
27,D,True
28,,False
28,C,False
28,A,False
28,,False
28,C,False
28,C,False
28,C,False
28,,False
28,C,False
28,C,False
28,C,False
28,C,False
28,C,False
28,,False
28,C,False
28,C,False
28,C,False
28,C,False
28,C,False
28,C,False
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
29,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
30,C,True
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
31,,False
32,C,True
32,,False
32,,False
32,C,True
32,,False
32,C,True
32,C,True
32,C,True
32,C,True
32,,False
32,C,True
32,C,True
32,C,True
32,C,True
32,C,True
32,C,True
32,,False
32,,False
32,,False
32,C,True
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
33,A,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
34,,False
35,B,False
35,A,True
35,A,True
35,A,True
35,A,True
35,B,False
35,A,True
35,A,True
35,A,True
35,B,False
35,B,False
35,A,True
35,A,True
35,B,False
35,A,True
35,A,True
35,B,False
35,A,True
35,B,False
35,A,True
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
36,A,False
37,C,False
37,D,False
37,D,False
37,D,False
37,A,True
37,A,True
37,A,True
37,A,True
37,A,True
37,A,True
37,D,False
37,B,False
37,D,False
37,A,True
37,A,True
37,D,False
37,D,False
37,A,True
37,D,False
37,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
38,A,True
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
39,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,A,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
40,,False
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
41,A,True
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
42,,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
43,A,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
44,,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
45,B,False
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
46,B,True
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
47,,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
48,A,False
49,,False
49,D,True
49,,False
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,,False
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
49,D,True
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
50,B,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
51,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
52,,False
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
53,C,True
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
54,,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
55,A,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
56,,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
57,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
58,A,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
59,,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
60,A,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
61,,False
62,C,False
62,,False
62,,False
62,,False
62,C,False
62,,False
62,,False
62,,False
62,C,False
62,,False
62,,False
62,,False
62,C,False
62,,False
62,,False
62,,False
62,,False
62,,False
62,C,False
62,C,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
63,B,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
64,,False
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
65,A,True
66,A,False
66,A,False
66,A,False
66,D,False
66,A,False
66,A,False
66,A,False
66,A,False
66,A,False
66,D,False
66,A,False
66,A,False
66,A,False
66,D,False
66,A,False
66,A,False
66,A,False
66,D,False
66,D,False
66,A,False
67,C,False
67,D,False
67,D,False
67,D,False
67,C,False
67,D,False
67,D,False
67,,False
67,D,False
67,C,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
67,D,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
68,A,False
69,C,False
69,,False
69,,False
69,,False
69,B,True
69,C,False
69,C,False
69,B,True
69,,False
69,,False
69,,False
69,C,False
69,C,False
69,,False
